sub,sov,cond,trial_amount
20,N2EliwJKc,T2413_3,2
21,N2EliwJKc,T2413_3,0
23,N2EliwJKc,T2413_3,2
24,N2EliwJKc,T2413_3,2
25,N2EliwJKc,T2413_3,0
26,N2EliwJKc,T2413_3,0
27,N2EliwJKc,T2413_3,4
28,N2EliwJKc,T2413_3,2
29,N2EliwJKc,T2413_3,5
30,N2EliwJKc,T2413_3,0
31,N2EliwJKc,T2413_3,0
32,N2EliwJKc,T2413_3,3
33,N2EliwJKc,T2413_3,7
34,N2EliwJKc,T2413_3,0
35,N2EliwJKc,T2413_3,0
36,N2EliwJKc,T2413_3,0
37,N2EliwJKc,T2413_3,0
38,N2EliwJKc,T2413_3,3
02,N2EliwJKc,T3137_3,3
03,N2EliwJKc,T3137_3,4
04,N2EliwJKc,T3137_3,0
08,N2EliwJKc,T3137_3,0
09,N2EliwJKc,T3137_3,2
10,N2EliwJKc,T3137_3,4
11,N2EliwJKc,T3137_3,2
13,N2EliwJKc,T3137_3,5
14,N2EliwJKc,T3137_3,0
15,N2EliwJKc,T3137_3,2
16,N2EliwJKc,T3137_3,3
17,N2EliwJKc,T3137_3,2
19,N2EliwJKc,T3137_3,0
20,N2EliwJKc,T3137_3,3
21,N2EliwJKc,T3137_3,3
23,N2EliwJKc,T3137_3,0
24,N2EliwJKc,T3137_3,2
25,N2EliwJKc,T3137_3,4
26,N2EliwJKc,T3137_3,0
27,N2EliwJKc,T3137_3,0
28,N2EliwJKc,T3137_3,0
29,N2EliwJKc,T3137_3,4
30,N2EliwJKc,T3137_3,7
31,N2EliwJKc,T3137_3,0
32,N2EliwJKc,T3137_3,0
33,N2EliwJKc,T3137_3,9
34,N2EliwJKc,T3137_3,3
35,N2EliwJKc,T3137_3,0
36,N2EliwJKc,T3137_3,0
37,N2EliwJKc,T3137_3,2
38,N2EliwJKc,T3137_3,0
02,N2EliwJKc,T4079_3,0
03,N2EliwJKc,T4079_3,0
04,N2EliwJKc,T4079_3,0
08,N2EliwJKc,T4079_3,0
09,N2EliwJKc,T4079_3,5
10,N2EliwJKc,T4079_3,3
11,N2EliwJKc,T4079_3,5
13,N2EliwJKc,T4079_3,6
14,N2EliwJKc,T4079_3,0
15,N2EliwJKc,T4079_3,0
16,N2EliwJKc,T4079_3,5
17,N2EliwJKc,T4079_3,2
19,N2EliwJKc,T4079_3,2
20,N2EliwJKc,T4079_3,3
21,N2EliwJKc,T4079_3,2
23,N2EliwJKc,T4079_3,4
24,N2EliwJKc,T4079_3,2
25,N2EliwJKc,T4079_3,2
26,N2EliwJKc,T4079_3,0
27,N2EliwJKc,T4079_3,0
28,N2EliwJKc,T4079_3,2
29,N2EliwJKc,T4079_3,2
30,N2EliwJKc,T4079_3,2
31,N2EliwJKc,T4079_3,2
32,N2EliwJKc,T4079_3,2
33,N2EliwJKc,T4079_3,4
34,N2EliwJKc,T4079_3,3
35,N2EliwJKc,T4079_3,0
36,N2EliwJKc,T4079_3,2
37,N2EliwJKc,T4079_3,2
38,N2EliwJKc,T4079_3,4
02,N2EliwJKc,T5302_3,0
03,N2EliwJKc,T5302_3,2
04,N2EliwJKc,T5302_3,0
08,N2EliwJKc,T5302_3,0
09,N2EliwJKc,T5302_3,0
10,N2EliwJKc,T5302_3,0
11,N2EliwJKc,T5302_3,2
13,N2EliwJKc,T5302_3,3
14,N2EliwJKc,T5302_3,0
15,N2EliwJKc,T5302_3,2
16,N2EliwJKc,T5302_3,3
17,N2EliwJKc,T5302_3,3
19,N2EliwJKc,T5302_3,6
20,N2EliwJKc,T5302_3,2
21,N2EliwJKc,T5302_3,2
23,N2EliwJKc,T5302_3,0
24,N2EliwJKc,T5302_3,4
25,N2EliwJKc,T5302_3,0
26,N2EliwJKc,T5302_3,0
27,N2EliwJKc,T5302_3,0
28,N2EliwJKc,T5302_3,0
29,N2EliwJKc,T5302_3,3
30,N2EliwJKc,T5302_3,2
31,N2EliwJKc,T5302_3,0
32,N2EliwJKc,T5302_3,2
33,N2EliwJKc,T5302_3,6
34,N2EliwJKc,T5302_3,2
35,N2EliwJKc,T5302_3,2
36,N2EliwJKc,T5302_3,0
37,N2EliwJKc,T5302_3,2
38,N2EliwJKc,T5302_3,7
02,N2EliwJKc,T650_4,0
03,N2EliwJKc,T650_4,4
04,N2EliwJKc,T650_4,0
08,N2EliwJKc,T650_4,2
09,N2EliwJKc,T650_4,0
10,N2EliwJKc,T650_4,0
11,N2EliwJKc,T650_4,2
13,N2EliwJKc,T650_4,7
14,N2EliwJKc,T650_4,0
15,N2EliwJKc,T650_4,3
16,N2EliwJKc,T650_4,2
17,N2EliwJKc,T650_4,0
19,N2EliwJKc,T650_4,2
20,N2EliwJKc,T650_4,0
21,N2EliwJKc,T650_4,2
23,N2EliwJKc,T650_4,6
24,N2EliwJKc,T650_4,5
25,N2EliwJKc,T650_4,2
26,N2EliwJKc,T650_4,0
27,N2EliwJKc,T650_4,0
28,N2EliwJKc,T650_4,2
29,N2EliwJKc,T650_4,4
30,N2EliwJKc,T650_4,0
31,N2EliwJKc,T650_4,2
32,N2EliwJKc,T650_4,2
33,N2EliwJKc,T650_4,5
34,N2EliwJKc,T650_4,0
35,N2EliwJKc,T650_4,0
36,N2EliwJKc,T650_4,0
37,N2EliwJKc,T650_4,2
38,N2EliwJKc,T650_4,2
02,N2EliwJKc,T845_4,0
03,N2EliwJKc,T845_4,2
04,N2EliwJKc,T845_4,2
08,N2EliwJKc,T845_4,0
09,N2EliwJKc,T845_4,7
10,N2EliwJKc,T845_4,2
11,N2EliwJKc,T845_4,5
13,N2EliwJKc,T845_4,4
14,N2EliwJKc,T845_4,2
15,N2EliwJKc,T845_4,0
16,N2EliwJKc,T845_4,2
17,N2EliwJKc,T845_4,0
19,N2EliwJKc,T845_4,0
20,N2EliwJKc,T845_4,0
21,N2EliwJKc,T845_4,0
23,N2EliwJKc,T845_4,0
24,N2EliwJKc,T845_4,2
25,N2EliwJKc,T845_4,2
26,N2EliwJKc,T845_4,0
27,N2EliwJKc,T845_4,0
28,N2EliwJKc,T845_4,0
29,N2EliwJKc,T845_4,0
30,N2EliwJKc,T845_4,4
31,N2EliwJKc,T845_4,2
32,N2EliwJKc,T845_4,2
33,N2EliwJKc,T845_4,0
34,N2EliwJKc,T845_4,2
35,N2EliwJKc,T845_4,4
36,N2EliwJKc,T845_4,0
37,N2EliwJKc,T845_4,2
38,N2EliwJKc,T845_4,2
02,N2EliwJKc,T1098_4,0
03,N2EliwJKc,T1098_4,0
04,N2EliwJKc,T1098_4,0
08,N2EliwJKc,T1098_4,0
09,N2EliwJKc,T1098_4,6
10,N2EliwJKc,T1098_4,0
11,N2EliwJKc,T1098_4,2
13,N2EliwJKc,T1098_4,5
14,N2EliwJKc,T1098_4,0
15,N2EliwJKc,T1098_4,3
16,N2EliwJKc,T1098_4,2
17,N2EliwJKc,T1098_4,2
19,N2EliwJKc,T1098_4,2
20,N2EliwJKc,T1098_4,2
21,N2EliwJKc,T1098_4,0
23,N2EliwJKc,T1098_4,0
24,N2EliwJKc,T1098_4,2
25,N2EliwJKc,T1098_4,4
26,N2EliwJKc,T1098_4,0
27,N2EliwJKc,T1098_4,0
28,N2EliwJKc,T1098_4,0
29,N2EliwJKc,T1098_4,0
30,N2EliwJKc,T1098_4,2
31,N2EliwJKc,T1098_4,4
32,N2EliwJKc,T1098_4,2
33,N2EliwJKc,T1098_4,4
34,N2EliwJKc,T1098_4,3
35,N2EliwJKc,T1098_4,0
36,N2EliwJKc,T1098_4,2
37,N2EliwJKc,T1098_4,0
38,N2EliwJKc,T1098_4,6
02,N2EliwJKc,T1428_4,0
03,N2EliwJKc,T1428_4,5
04,N2EliwJKc,T1428_4,0
08,N2EliwJKc,T1428_4,0
09,N2EliwJKc,T1428_4,0
10,N2EliwJKc,T1428_4,3
11,N2EliwJKc,T1428_4,4
13,N2EliwJKc,T1428_4,2
14,N2EliwJKc,T1428_4,0
15,N2EliwJKc,T1428_4,0
16,N2EliwJKc,T1428_4,3
17,N2EliwJKc,T1428_4,3
19,N2EliwJKc,T1428_4,3
20,N2EliwJKc,T1428_4,4
21,N2EliwJKc,T1428_4,0
23,N2EliwJKc,T1428_4,2
24,N2EliwJKc,T1428_4,5
25,N2EliwJKc,T1428_4,3
26,N2EliwJKc,T1428_4,0
27,N2EliwJKc,T1428_4,0
28,N2EliwJKc,T1428_4,3
29,N2EliwJKc,T1428_4,2
30,N2EliwJKc,T1428_4,4
31,N2EliwJKc,T1428_4,2
32,N2EliwJKc,T1428_4,2
33,N2EliwJKc,T1428_4,5
34,N2EliwJKc,T1428_4,2
35,N2EliwJKc,T1428_4,0
36,N2EliwJKc,T1428_4,0
37,N2EliwJKc,T1428_4,5
38,N2EliwJKc,T1428_4,2
02,N2EliwJKc,T1856_4,0
03,N2EliwJKc,T1856_4,0
04,N2EliwJKc,T1856_4,0
08,N2EliwJKc,T1856_4,0
09,N2EliwJKc,T1856_4,7
10,N2EliwJKc,T1856_4,0
11,N2EliwJKc,T1856_4,0
13,N2EliwJKc,T1856_4,5
14,N2EliwJKc,T1856_4,0
15,N2EliwJKc,T1856_4,0
16,N2EliwJKc,T1856_4,0
17,N2EliwJKc,T1856_4,0
19,N2EliwJKc,T1856_4,0
20,N2EliwJKc,T1856_4,3
21,N2EliwJKc,T1856_4,4
23,N2EliwJKc,T1856_4,3
24,N2EliwJKc,T1856_4,2
25,N2EliwJKc,T1856_4,0
26,N2EliwJKc,T1856_4,0
27,N2EliwJKc,T1856_4,0
28,N2EliwJKc,T1856_4,2
29,N2EliwJKc,T1856_4,3
30,N2EliwJKc,T1856_4,3
31,N2EliwJKc,T1856_4,0
32,N2EliwJKc,T1856_4,0
33,N2EliwJKc,T1856_4,4
34,N2EliwJKc,T1856_4,3
35,N2EliwJKc,T1856_4,0
36,N2EliwJKc,T1856_4,2
37,N2EliwJKc,T1856_4,2
38,N2EliwJKc,T1856_4,2
02,N2EliwJKc,T2413_4,0
03,N2EliwJKc,T2413_4,3
04,N2EliwJKc,T2413_4,0
08,N2EliwJKc,T2413_4,2
09,N2EliwJKc,T2413_4,3
10,N2EliwJKc,T2413_4,3
11,N2EliwJKc,T2413_4,7
13,N2EliwJKc,T2413_4,2
14,N2EliwJKc,T2413_4,0
15,N2EliwJKc,T2413_4,2
16,N2EliwJKc,T2413_4,2
17,N2EliwJKc,T2413_4,0
19,N2EliwJKc,T2413_4,0
20,N2EliwJKc,T2413_4,2
21,N2EliwJKc,T2413_4,2
23,N2EliwJKc,T2413_4,5
24,N2EliwJKc,T2413_4,3
25,N2EliwJKc,T2413_4,0
26,N2EliwJKc,T2413_4,0
27,N2EliwJKc,T2413_4,0
28,N2EliwJKc,T2413_4,0
29,N2EliwJKc,T2413_4,4
30,N2EliwJKc,T2413_4,0
31,N2EliwJKc,T2413_4,0
32,N2EliwJKc,T2413_4,0
33,N2EliwJKc,T2413_4,2
34,N2EliwJKc,T2413_4,10
35,N2EliwJKc,T2413_4,2
36,N2EliwJKc,T2413_4,0
37,N2EliwJKc,T2413_4,0
38,N2EliwJKc,T2413_4,3
02,N2EliwJKc,T3137_4,0
03,N2EliwJKc,T3137_4,4
04,N2EliwJKc,T3137_4,0
08,N2EliwJKc,T3137_4,0
09,N2EliwJKc,T3137_4,5
10,N2EliwJKc,T3137_4,3
11,N2EliwJKc,T3137_4,2
13,N2EliwJKc,T3137_4,4
14,N2EliwJKc,T3137_4,3
15,N2EliwJKc,T3137_4,3
16,N2EliwJKc,T3137_4,5
17,N2EliwJKc,T3137_4,0
19,N2EliwJKc,T3137_4,0
20,N2EliwJKc,T3137_4,4
21,N2EliwJKc,T3137_4,2
23,N2EliwJKc,T3137_4,2
24,N2EliwJKc,T3137_4,2
25,N2EliwJKc,T3137_4,2
26,N2EliwJKc,T3137_4,0
27,N2EliwJKc,T3137_4,0
28,N2EliwJKc,T3137_4,6
29,N2EliwJKc,T3137_4,2
30,N2EliwJKc,T3137_4,2
31,N2EliwJKc,T3137_4,0
32,N2EliwJKc,T3137_4,2
33,N2EliwJKc,T3137_4,2
34,N2EliwJKc,T3137_4,2
35,N2EliwJKc,T3137_4,0
36,N2EliwJKc,T3137_4,0
37,N2EliwJKc,T3137_4,2
38,N2EliwJKc,T3137_4,2
02,N2EliwJKc,T4079_4,0
03,N2EliwJKc,T4079_4,4
04,N2EliwJKc,T4079_4,0
08,N2EliwJKc,T4079_4,0
09,N2EliwJKc,T4079_4,3
10,N2EliwJKc,T4079_4,0
11,N2EliwJKc,T4079_4,0
13,N2EliwJKc,T4079_4,4
14,N2EliwJKc,T4079_4,0
15,N2EliwJKc,T4079_4,0
16,N2EliwJKc,T4079_4,0
17,N2EliwJKc,T4079_4,3
19,N2EliwJKc,T4079_4,4
20,N2EliwJKc,T4079_4,0
21,N2EliwJKc,T4079_4,4
23,N2EliwJKc,T4079_4,0
24,N2EliwJKc,T4079_4,4
25,N2EliwJKc,T4079_4,4
26,N2EliwJKc,T4079_4,4
27,N2EliwJKc,T4079_4,2
28,N2EliwJKc,T4079_4,0
29,N2EliwJKc,T4079_4,0
30,N2EliwJKc,T4079_4,3
31,N2EliwJKc,T4079_4,0
32,N2EliwJKc,T4079_4,0
33,N2EliwJKc,T4079_4,2
34,N2EliwJKc,T4079_4,4
35,N2EliwJKc,T4079_4,0
36,N2EliwJKc,T4079_4,0
37,N2EliwJKc,T4079_4,0
38,N2EliwJKc,T4079_4,4
02,N2EliwJKc,T5302_4,0
03,N2EliwJKc,T5302_4,5
04,N2EliwJKc,T5302_4,2
08,N2EliwJKc,T5302_4,0
09,N2EliwJKc,T5302_4,9
10,N2EliwJKc,T5302_4,2
11,N2EliwJKc,T5302_4,2
13,N2EliwJKc,T5302_4,2
14,N2EliwJKc,T5302_4,2
15,N2EliwJKc,T5302_4,2
16,N2EliwJKc,T5302_4,2
17,N2EliwJKc,T5302_4,0
19,N2EliwJKc,T5302_4,3
20,N2EliwJKc,T5302_4,0
21,N2EliwJKc,T5302_4,2
23,N2EliwJKc,T5302_4,3
24,N2EliwJKc,T5302_4,2
25,N2EliwJKc,T5302_4,0
26,N2EliwJKc,T5302_4,2
27,N2EliwJKc,T5302_4,0
28,N2EliwJKc,T5302_4,2
29,N2EliwJKc,T5302_4,0
30,N2EliwJKc,T5302_4,3
31,N2EliwJKc,T5302_4,0
32,N2EliwJKc,T5302_4,2
33,N2EliwJKc,T5302_4,6
34,N2EliwJKc,T5302_4,0
35,N2EliwJKc,T5302_4,0
36,N2EliwJKc,T5302_4,0
37,N2EliwJKc,T5302_4,4
38,N2EliwJKc,T5302_4,2
02,N2EliwJSs,T650_1,4
03,N2EliwJSs,T650_1,17
04,N2EliwJSs,T650_1,8
08,N2EliwJSs,T650_1,2
09,N2EliwJSs,T650_1,9
10,N2EliwJSs,T650_1,12
11,N2EliwJSs,T650_1,2
13,N2EliwJSs,T650_1,10
14,N2EliwJSs,T650_1,2
15,N2EliwJSs,T650_1,7
16,N2EliwJSs,T650_1,0
17,N2EliwJSs,T650_1,13
19,N2EliwJSs,T650_1,23
20,N2EliwJSs,T650_1,12
21,N2EliwJSs,T650_1,18
23,N2EliwJSs,T650_1,10
24,N2EliwJSs,T650_1,23
25,N2EliwJSs,T650_1,14
26,N2EliwJSs,T650_1,0
27,N2EliwJSs,T650_1,2
28,N2EliwJSs,T650_1,27
29,N2EliwJSs,T650_1,11
30,N2EliwJSs,T650_1,11
31,N2EliwJSs,T650_1,11
32,N2EliwJSs,T650_1,9
33,N2EliwJSs,T650_1,13
34,N2EliwJSs,T650_1,0
35,N2EliwJSs,T650_1,0
36,N2EliwJSs,T650_1,10
37,N2EliwJSs,T650_1,6
38,N2EliwJSs,T650_1,10
02,N2EliwJSs,T845_1,6
03,N2EliwJSs,T845_1,8
04,N2EliwJSs,T845_1,8
08,N2EliwJSs,T845_1,2
09,N2EliwJSs,T845_1,6
10,N2EliwJSs,T845_1,9
11,N2EliwJSs,T845_1,2
13,N2EliwJSs,T845_1,5
14,N2EliwJSs,T845_1,0
15,N2EliwJSs,T845_1,15
16,N2EliwJSs,T845_1,0
17,N2EliwJSs,T845_1,8
19,N2EliwJSs,T845_1,25
20,N2EliwJSs,T845_1,17
21,N2EliwJSs,T845_1,13
23,N2EliwJSs,T845_1,12
24,N2EliwJSs,T845_1,23
25,N2EliwJSs,T845_1,10
26,N2EliwJSs,T845_1,2
27,N2EliwJSs,T845_1,4
28,N2EliwJSs,T845_1,18
29,N2EliwJSs,T845_1,9
30,N2EliwJSs,T845_1,11
31,N2EliwJSs,T845_1,14
32,N2EliwJSs,T845_1,7
33,N2EliwJSs,T845_1,15
34,N2EliwJSs,T845_1,0
35,N2EliwJSs,T845_1,2
36,N2EliwJSs,T845_1,7
37,N2EliwJSs,T845_1,7
38,N2EliwJSs,T845_1,7
02,N2EliwJSs,T1098_1,6
03,N2EliwJSs,T1098_1,8
04,N2EliwJSs,T1098_1,7
08,N2EliwJSs,T1098_1,4
09,N2EliwJSs,T1098_1,5
10,N2EliwJSs,T1098_1,10
11,N2EliwJSs,T1098_1,3
13,N2EliwJSs,T1098_1,14
14,N2EliwJSs,T1098_1,0
15,N2EliwJSs,T1098_1,10
16,N2EliwJSs,T1098_1,2
17,N2EliwJSs,T1098_1,12
19,N2EliwJSs,T1098_1,34
20,N2EliwJSs,T1098_1,16
21,N2EliwJSs,T1098_1,10
23,N2EliwJSs,T1098_1,11
24,N2EliwJSs,T1098_1,27
25,N2EliwJSs,T1098_1,22
26,N2EliwJSs,T1098_1,0
27,N2EliwJSs,T1098_1,2
28,N2EliwJSs,T1098_1,20
29,N2EliwJSs,T1098_1,9
30,N2EliwJSs,T1098_1,8
31,N2EliwJSs,T1098_1,16
32,N2EliwJSs,T1098_1,2
33,N2EliwJSs,T1098_1,14
34,N2EliwJSs,T1098_1,0
35,N2EliwJSs,T1098_1,2
36,N2EliwJSs,T1098_1,6
37,N2EliwJSs,T1098_1,4
38,N2EliwJSs,T1098_1,8
02,N2EliwJSs,T1428_1,8
03,N2EliwJSs,T1428_1,15
04,N2EliwJSs,T1428_1,6
08,N2EliwJSs,T1428_1,2
09,N2EliwJSs,T1428_1,11
10,N2EliwJSs,T1428_1,8
11,N2EliwJSs,T1428_1,0
13,N2EliwJSs,T1428_1,14
14,N2EliwJSs,T1428_1,0
15,N2EliwJSs,T1428_1,9
16,N2EliwJSs,T1428_1,2
17,N2EliwJSs,T1428_1,10
19,N2EliwJSs,T1428_1,23
20,N2EliwJSs,T1428_1,11
21,N2EliwJSs,T1428_1,12
23,N2EliwJSs,T1428_1,13
24,N2EliwJSs,T1428_1,16
25,N2EliwJSs,T1428_1,18
26,N2EliwJSs,T1428_1,0
27,N2EliwJSs,T1428_1,0
28,N2EliwJSs,T1428_1,13
29,N2EliwJSs,T1428_1,3
30,N2EliwJSs,T1428_1,11
31,N2EliwJSs,T1428_1,9
32,N2EliwJSs,T1428_1,7
33,N2EliwJSs,T1428_1,15
34,N2EliwJSs,T1428_1,0
35,N2EliwJSs,T1428_1,3
36,N2EliwJSs,T1428_1,15
37,N2EliwJSs,T1428_1,3
38,N2EliwJSs,T1428_1,17
02,N2EliwJSs,T1856_1,2
03,N2EliwJSs,T1856_1,7
04,N2EliwJSs,T1856_1,9
08,N2EliwJSs,T1856_1,0
09,N2EliwJSs,T1856_1,8
10,N2EliwJSs,T1856_1,6
11,N2EliwJSs,T1856_1,0
13,N2EliwJSs,T1856_1,13
14,N2EliwJSs,T1856_1,0
15,N2EliwJSs,T1856_1,11
16,N2EliwJSs,T1856_1,3
17,N2EliwJSs,T1856_1,14
19,N2EliwJSs,T1856_1,28
20,N2EliwJSs,T1856_1,17
21,N2EliwJSs,T1856_1,17
23,N2EliwJSs,T1856_1,11
24,N2EliwJSs,T1856_1,11
25,N2EliwJSs,T1856_1,14
26,N2EliwJSs,T1856_1,0
27,N2EliwJSs,T1856_1,0
28,N2EliwJSs,T1856_1,19
29,N2EliwJSs,T1856_1,4
30,N2EliwJSs,T1856_1,7
31,N2EliwJSs,T1856_1,4
32,N2EliwJSs,T1856_1,4
33,N2EliwJSs,T1856_1,14
34,N2EliwJSs,T1856_1,0
35,N2EliwJSs,T1856_1,5
36,N2EliwJSs,T1856_1,5
37,N2EliwJSs,T1856_1,12
38,N2EliwJSs,T1856_1,13
02,N2EliwJSs,T2413_1,6
03,N2EliwJSs,T2413_1,7
04,N2EliwJSs,T2413_1,5
08,N2EliwJSs,T2413_1,6
09,N2EliwJSs,T2413_1,11
10,N2EliwJSs,T2413_1,9
11,N2EliwJSs,T2413_1,0
13,N2EliwJSs,T2413_1,13
14,N2EliwJSs,T2413_1,2
15,N2EliwJSs,T2413_1,15
16,N2EliwJSs,T2413_1,0
17,N2EliwJSs,T2413_1,10
19,N2EliwJSs,T2413_1,21
20,N2EliwJSs,T2413_1,17
21,N2EliwJSs,T2413_1,15
23,N2EliwJSs,T2413_1,4
24,N2EliwJSs,T2413_1,16
25,N2EliwJSs,T2413_1,16
26,N2EliwJSs,T2413_1,2
27,N2EliwJSs,T2413_1,3
28,N2EliwJSs,T2413_1,18
29,N2EliwJSs,T2413_1,7
30,N2EliwJSs,T2413_1,16
31,N2EliwJSs,T2413_1,5
32,N2EliwJSs,T2413_1,0
33,N2EliwJSs,T2413_1,14
34,N2EliwJSs,T2413_1,0
35,N2EliwJSs,T2413_1,0
36,N2EliwJSs,T2413_1,6
37,N2EliwJSs,T2413_1,0
38,N2EliwJSs,T2413_1,5
02,N2EliwJSs,T3137_1,2
03,N2EliwJSs,T3137_1,6
04,N2EliwJSs,T3137_1,4
08,N2EliwJSs,T3137_1,0
09,N2EliwJSs,T3137_1,2
10,N2EliwJSs,T3137_1,5
11,N2EliwJSs,T3137_1,2
13,N2EliwJSs,T3137_1,8
14,N2EliwJSs,T3137_1,2
15,N2EliwJSs,T3137_1,7
16,N2EliwJSs,T3137_1,2
17,N2EliwJSs,T3137_1,8
19,N2EliwJSs,T3137_1,20
20,N2EliwJSs,T3137_1,14
21,N2EliwJSs,T3137_1,12
23,N2EliwJSs,T3137_1,3
24,N2EliwJSs,T3137_1,17
25,N2EliwJSs,T3137_1,17
26,N2EliwJSs,T3137_1,2
27,N2EliwJSs,T3137_1,3
28,N2EliwJSs,T3137_1,11
29,N2EliwJSs,T3137_1,4
30,N2EliwJSs,T3137_1,2
31,N2EliwJSs,T3137_1,7
32,N2EliwJSs,T3137_1,4
33,N2EliwJSs,T3137_1,10
34,N2EliwJSs,T3137_1,0
35,N2EliwJSs,T3137_1,0
36,N2EliwJSs,T3137_1,2
37,N2EliwJSs,T3137_1,4
38,N2EliwJSs,T3137_1,2
02,N2EliwJSs,T4079_1,5
03,N2EliwJSs,T4079_1,8
04,N2EliwJSs,T4079_1,7
08,N2EliwJSs,T4079_1,4
09,N2EliwJSs,T4079_1,4
10,N2EliwJSs,T4079_1,4
11,N2EliwJSs,T4079_1,0
13,N2EliwJSs,T4079_1,16
14,N2EliwJSs,T4079_1,0
15,N2EliwJSs,T4079_1,11
16,N2EliwJSs,T4079_1,0
17,N2EliwJSs,T4079_1,2
19,N2EliwJSs,T4079_1,14
20,N2EliwJSs,T4079_1,13
21,N2EliwJSs,T4079_1,10
23,N2EliwJSs,T4079_1,7
24,N2EliwJSs,T4079_1,20
25,N2EliwJSs,T4079_1,20
26,N2EliwJSs,T4079_1,3
27,N2EliwJSs,T4079_1,2
28,N2EliwJSs,T4079_1,16
29,N2EliwJSs,T4079_1,13
30,N2EliwJSs,T4079_1,6
31,N2EliwJSs,T4079_1,13
32,N2EliwJSs,T4079_1,0
33,N2EliwJSs,T4079_1,10
34,N2EliwJSs,T4079_1,0
35,N2EliwJSs,T4079_1,0
36,N2EliwJSs,T4079_1,0
37,N2EliwJSs,T4079_1,4
38,N2EliwJSs,T4079_1,12
02,N2EliwJSs,T5302_1,6
03,N2EliwJSs,T5302_1,8
04,N2EliwJSs,T5302_1,5
08,N2EliwJSs,T5302_1,2
09,N2EliwJSs,T5302_1,2
10,N2EliwJSs,T5302_1,3
11,N2EliwJSs,T5302_1,2
13,N2EliwJSs,T5302_1,11
14,N2EliwJSs,T5302_1,0
15,N2EliwJSs,T5302_1,6
16,N2EliwJSs,T5302_1,2
17,N2EliwJSs,T5302_1,14
19,N2EliwJSs,T5302_1,19
20,N2EliwJSs,T5302_1,16
21,N2EliwJSs,T5302_1,18
23,N2EliwJSs,T5302_1,8
24,N2EliwJSs,T5302_1,22
25,N2EliwJSs,T5302_1,17
26,N2EliwJSs,T5302_1,0
27,N2EliwJSs,T5302_1,0
28,N2EliwJSs,T5302_1,19
29,N2EliwJSs,T5302_1,5
30,N2EliwJSs,T5302_1,14
31,N2EliwJSs,T5302_1,9
32,N2EliwJSs,T5302_1,9
33,N2EliwJSs,T5302_1,11
34,N2EliwJSs,T5302_1,0
35,N2EliwJSs,T5302_1,2
36,N2EliwJSs,T5302_1,4
37,N2EliwJSs,T5302_1,10
38,N2EliwJSs,T5302_1,12
02,N2EliwJSs,T650_2,4
03,N2EliwJSs,T650_2,6
04,N2EliwJSs,T650_2,9
08,N2EliwJSs,T650_2,6
09,N2EliwJSs,T650_2,11
10,N2EliwJSs,T650_2,11
11,N2EliwJSs,T650_2,5
13,N2EliwJSs,T650_2,19
14,N2EliwJSs,T650_2,2
15,N2EliwJSs,T650_2,12
16,N2EliwJSs,T650_2,2
17,N2EliwJSs,T650_2,14
19,N2EliwJSs,T650_2,30
20,N2EliwJSs,T650_2,22
21,N2EliwJSs,T650_2,11
23,N2EliwJSs,T650_2,5
24,N2EliwJSs,T650_2,18
25,N2EliwJSs,T650_2,15
26,N2EliwJSs,T650_2,0
27,N2EliwJSs,T650_2,6
28,N2EliwJSs,T650_2,18
29,N2EliwJSs,T650_2,6
30,N2EliwJSs,T650_2,12
31,N2EliwJSs,T650_2,16
32,N2EliwJSs,T650_2,6
33,N2EliwJSs,T650_2,15
34,N2EliwJSs,T650_2,0
35,N2EliwJSs,T650_2,0
36,N2EliwJSs,T650_2,5
37,N2EliwJSs,T650_2,11
38,N2EliwJSs,T650_2,13
02,N2EliwJSs,T845_2,2
03,N2EliwJSs,T845_2,4
04,N2EliwJSs,T845_2,6
08,N2EliwJSs,T845_2,7
09,N2EliwJSs,T845_2,7
10,N2EliwJSs,T845_2,10
11,N2EliwJSs,T845_2,3
13,N2EliwJSs,T845_2,12
14,N2EliwJSs,T845_2,0
15,N2EliwJSs,T845_2,14
16,N2EliwJSs,T845_2,0
17,N2EliwJSs,T845_2,9
19,N2EliwJSs,T845_2,27
20,N2EliwJSs,T845_2,15
21,N2EliwJSs,T845_2,23
23,N2EliwJSs,T845_2,5
24,N2EliwJSs,T845_2,22
25,N2EliwJSs,T845_2,14
26,N2EliwJSs,T845_2,0
27,N2EliwJSs,T845_2,4
28,N2EliwJSs,T845_2,9
29,N2EliwJSs,T845_2,6
30,N2EliwJSs,T845_2,15
31,N2EliwJSs,T845_2,15
32,N2EliwJSs,T845_2,6
33,N2EliwJSs,T845_2,18
34,N2EliwJSs,T845_2,0
35,N2EliwJSs,T845_2,0
36,N2EliwJSs,T845_2,10
37,N2EliwJSs,T845_2,2
38,N2EliwJSs,T845_2,8
02,N2EliwJSs,T1098_2,3
03,N2EliwJSs,T1098_2,10
04,N2EliwJSs,T1098_2,11
08,N2EliwJSs,T1098_2,0
09,N2EliwJSs,T1098_2,6
10,N2EliwJSs,T1098_2,9
11,N2EliwJSs,T1098_2,7
13,N2EliwJSs,T1098_2,6
14,N2EliwJSs,T1098_2,0
15,N2EliwJSs,T1098_2,6
16,N2EliwJSs,T1098_2,2
17,N2EliwJSs,T1098_2,8
19,N2EliwJSs,T1098_2,27
20,N2EliwJSs,T1098_2,11
